CompanyName, CompanyNumber,RegAddress.CareOf,RegAddress.POBox,RegAddress.AddressLine1, RegAddress.AddressLine2,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,DissolutionDate,IncorporationDate,Accounts.AccountRefDay,Accounts.AccountRefMonth,Accounts.NextDueDate,Accounts.LastMadeUpDate,Accounts.AccountCategory,Returns.NextDueDate,Returns.LastMadeUpDate,Mortgages.NumMortCharges,Mortgages.NumMortOutstanding,Mortgages.NumMortPartSatisfied,Mortgages.NumMortSatisfied,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4,LimitedPartnerships.NumGenPartners,LimitedPartnerships.NumLimPartners,URI,PreviousName_1.CONDATE, PreviousName_1.CompanyName, PreviousName_2.CONDATE, PreviousName_2.CompanyName,PreviousName_3.CONDATE, PreviousName_3.CompanyName,PreviousName_4.CONDATE, PreviousName_4.CompanyName,PreviousName_5.CONDATE, PreviousName_5.CompanyName,PreviousName_6.CONDATE, PreviousName_6.CompanyName,PreviousName_7.CONDATE, PreviousName_7.CompanyName,PreviousName_8.CONDATE, PreviousName_8.CompanyName,PreviousName_9.CONDATE, PreviousName_9.CompanyName,PreviousName_10.CONDATE, PreviousName_10.CompanyName,ConfStmtNextDueDate, ConfStmtLastMadeUpDate
AXE ENTERPRISE LIMITED,13186487,,,42 FAIREY STREET,COFTON HACKETT,BIRMINGHAM,,ENGLAND,B45 8GW,Private Limited Company,Active,United Kingdom,,08/02/2021,28,2,08/11/2022,,NO ACCOUNTS FILED,08/03/2022,,0,0,0,0,58290 - Other software publishing,,,,0,0,http://business.data.gov.uk/id/company/13186487,,,,,,,,,,,,,,,,,,,,,21/02/2022,
AXE ESTATES LIMITED,10754197,,,THE ROBINS NEST BRACKNELL TOWN FC,LARGES LANE,BRACKNELL,BERKSHIRE,ENGLAND,RG12 9AN,Private Limited Company,Active,United Kingdom,,04/05/2017,31,5,28/02/2022,31/05/2020,TOTAL EXEMPTION FULL,01/06/2018,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10754197,,,,,,,,,,,,,,,,,,,,,20/02/2022,06/02/2021
AXE EVOLVED LTD,11549100,,,41 DEVONSHIRE STREET,GROUND FLOOR OFFICE 1,LONDON,,UNITED KINGDOM,W1G 7AJ,Private Limited Company,Active,United Kingdom,,03/09/2018,30,9,30/06/2022,30/09/2020,DORMANT,01/10/2019,,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/11549100,,,,,,,,,,,,,,,,,,,,,25/09/2021,11/09/2020
AXE FOOD LTD,12765904,,,17 SPRINGFIELD DRIVE,,ILFORD,,ENGLAND,IG2 6PT,Private Limited Company,Active,United Kingdom,,24/07/2020,31,7,24/04/2022,,NO ACCOUNTS FILED,21/08/2021,,0,0,0,0,56103 - Take-away food shops and mobile food stands,,,,0,0,http://business.data.gov.uk/id/company/12765904,,,,,,,,,,,,,,,,,,,,,06/08/2021,
AXE GLOBAL LIMITED,SC595232,,,64A CUMBERLAND STREET,,EDINBURGH,,SCOTLAND,EH3 6RE,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,24/04/2018,30,4,30/04/2021,30/04/2019,DORMANT,22/05/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/SC595232,02/05/2018,ZINC LEISURE LIMITED,,,,,,,,,,,,,,,,,,,22/05/2021,08/05/2020
AXE GRINDER LIMITED,10140819,,,320 FIRECREST COURT,CENTRE PARK,WARRINGTON,,UNITED KINGDOM,WA1 1RG,Private Limited Company,Active,United Kingdom,,22/04/2016,30,4,31/01/2022,30/04/2020,TOTAL EXEMPTION FULL,20/05/2017,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10140819,,,,,,,,,,,,,,,,,,,,,06/05/2022,22/04/2021
AXE GROUP HOLDINGS LTD,SC645622,,,64A CUMBERLAND STREET,,EDINBURGH,,SCOTLAND,EH3 6RE,Private Limited Company,Active,United Kingdom,,29/10/2019,31,10,29/07/2021,,NO ACCOUNTS FILED,26/11/2020,,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/SC645622,,,,,,,,,,,,,,,,,,,,,11/11/2021,28/10/2020
AXE HEAD CONTRACTING LTD,9964770,,,9 HINTON WOOD AVENUE,,CHRISTCHURCH,,ENGLAND,BH23 5AB,Private Limited Company,Active,United Kingdom,,22/01/2016,31,1,31/10/2021,31/01/2020,MICRO ENTITY,19/02/2017,,0,0,0,0,66190 - Activities auxiliary to financial intermediation n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/09964770,,,,,,,,,,,,,,,,,,,,,18/04/2022,04/04/2021
AXE HEADS LTD,11524035,,,7 ROSKEAR CROFT,,CAMBORNE,,ENGLAND,TR14 0AZ,Private Limited Company,Active,United Kingdom,,17/08/2018,31,8,31/05/2021,31/08/2019,MICRO ENTITY,14/09/2019,,0,0,0,0,93110 - Operation of sports facilities,,,,0,0,http://business.data.gov.uk/id/company/11524035,,,,,,,,,,,,,,,,,,,,,29/10/2021,15/10/2020
AXE HOLDINGS LTD,10293709,,,30 YODEN WAY,,PETERLEE,COUNTY DURHAM,ENGLAND,SR8 1AL,Private Limited Company,Active,United Kingdom,,25/07/2016,31,7,30/04/2022,31/07/2020,TOTAL EXEMPTION FULL,22/08/2017,,0,0,0,0,62090 - Other information technology service activities,,,,0,0,http://business.data.gov.uk/id/company/10293709,,,,,,,,,,,,,,,,,,,,,07/08/2021,24/07/2020
AXE HOSPITALITY MANAGEMENT LIMITED,12669770,,,THE MILLERS COTTAGE,KINGTON,WORCESTER,,ENGLAND,WR7 4DG,Private Limited Company,Active,United Kingdom,,13/06/2020,30,6,13/03/2022,,NO ACCOUNTS FILED,11/07/2021,,0,0,0,0,55100 - Hotels and similar accommodation,,,,0,0,http://business.data.gov.uk/id/company/12669770,,,,,,,,,,,,,,,,,,,,,26/06/2022,12/06/2021
AXE INTERNATIONAL LTD,11925833,,,72 NORTH STREET,,ROMFORD,,ENGLAND,RM1 1DA,Private Limited Company,Active,United Kingdom,,04/04/2019,30,4,31/01/2023,30/04/2021,DORMANT,02/05/2020,,0,0,0,0,96090 - Other service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11925833,,,,,,,,,,,,,,,,,,,,,17/04/2022,03/04/2021
AXE INVESTMENTS LTD,13341639,,,AMELIA HOUSE,CRESCENT ROAD,WORTHING,WEST SUSSEX,UNITED KINGDOM,BN11 1QR,Private Limited Company,Active,United Kingdom,,16/04/2021,30,4,16/01/2023,,NO ACCOUNTS FILED,14/05/2022,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/13341639,,,,,,,,,,,,,,,,,,,,,29/04/2022,
AXE JOINERY N8 LIMITED,11428003,,,SUITE 18 EALING HOUSE,33 HANGER LANE,LONDON,,ENGLAND,W5 3HJ,Private Limited Company,Active,United Kingdom,,22/06/2018,30,6,31/03/2022,30/06/2020,MICRO ENTITY,20/07/2019,,0,0,0,0,16230 - Manufacture of other builders' carpentry and joinery,,,,0,0,http://business.data.gov.uk/id/company/11428003,,,,,,,,,,,,,,,,,,,,,05/07/2021,21/06/2020
AXE JUNKIES LTD,12397831,,,UNIT 5,INFIRMARY WALK,WORCESTER,,ENGLAND,WR1 3AU,Private Limited Company,Active,United Kingdom,,10/01/2020,31,12,30/09/2021,,NO ACCOUNTS FILED,07/02/2021,,0,0,0,0,93290 - Other amusement and recreation activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12397831,,,,,,,,,,,,,,,,,,,,,23/01/2022,09/01/2021
AXE LEGAL SERVICES LIMITED,12519269,,,FLAT 14,142 ARLINGTON ROAD,LONDON,,ENGLAND,NW1 7HP,Private Limited Company,Active,United Kingdom,,16/03/2020,31,3,16/12/2021,,NO ACCOUNTS FILED,13/04/2021,,0,0,0,0,69109 - Activities of patent and copyright agents; other legal activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12519269,,,,,,,,,,,,,,,,,,,,,29/03/2022,15/03/2021
AXE LETTING LTD,SC616954,,,POST OFFICE BOX 23961 1 BRUNSWICK STREET,EDINBURGH,EDINBURGH,,SCOTLAND,EH3 1BD,Private Limited Company,Active,United Kingdom,,27/12/2018,31,12,30/09/2021,31/12/2019,DORMANT,24/01/2020,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,68310 - Real estate agencies,68320 - Management of real estate on a fee or contract basis,,0,0,http://business.data.gov.uk/id/company/SC616954,,,,,,,,,,,,,,,,,,,,,01/12/2021,17/11/2020
AXE LIMITED,SC210787,,,4TH FLOOR,115 GEORGE STREET,EDINBURGH,,,EH2 4JN,Private Limited Company,Active,United Kingdom,,07/09/2000,30,9,30/06/2022,30/09/2020,DORMANT,05/10/2016,07/09/2015,0,0,0,0,99999 - Dormant Company,,,,0,0,http://business.data.gov.uk/id/company/SC210787,,,,,,,,,,,,,,,,,,,,,21/09/2021,07/09/2020
AXE LINK LIMITED,12208543,,,FLAT 2,18 PENN GROVE,NORWICH,,ENGLAND,NR3 3JL,Private Limited Company,Active,United Kingdom,,16/09/2019,30,9,30/06/2022,30/09/2020,TOTAL EXEMPTION FULL,14/10/2020,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/12208543,,,,,,,,,,,,,,,,,,,,,12/08/2021,29/07/2020
AXE MACHINE TOOLS LIMITED,1020646,,,2 HOLDOM AVENUE,"SAXON PARK, MILTON KEYNES",MILTON KEYNES,BUCKS,UNITED KINGDOM,MK1 1QU,Private Limited Company,Active,United Kingdom,,12/08/1971,31,10,31/07/2022,31/10/2020,DORMANT,28/06/2017,31/05/2016,4,4,0,0,33120 - Repair of machinery,,,,0,0,http://business.data.gov.uk/id/company/01020646,,,,,,,,,,,,,,,,,,,,,14/06/2022,31/05/2021
AXE MANAGEMENT LTD,11588875,,,79 ROLLESTON AVENUE,,ORPINGTON,,UNITED KINGDOM,BR5 1AL,Private Limited Company,Active,United Kingdom,,26/09/2018,30,9,30/06/2022,30/09/2020,MICRO ENTITY,24/10/2019,,0,0,0,0,64209 - Activities of other holding companies n.e.c.,66300 - Fund management activities,70100 - Activities of head offices,70229 - Management consultancy activities other than financial management,0,0,http://business.data.gov.uk/id/company/11588875,,,,,,,,,,,,,,,,,,,,,09/10/2021,25/09/2020
AXE MEDIA LTD,12830393,,,ARAM HOUSE OLD BATH ROAD COLNBROOK,CAI 402912,SLOUGH,,UNITED KINGDOM,SL3 0NS,Private Limited Company,Active,United Kingdom,,21/08/2020,31,8,21/05/2022,,NO ACCOUNTS FILED,18/09/2021,,0,0,0,0,70221 - Financial management,73120 - Media representation services,,,0,0,http://business.data.gov.uk/id/company/12830393,,,,,,,,,,,,,,,,,,,,,03/09/2021,
AXE MEDICAL LTD,11525554,,,REX BUILDINGS,ALDERLEY ROAD,WILMSLOW,CHESHIRE,UNITED KINGDOM,SK9 1HY,Private Limited Company,Active,United Kingdom,,20/08/2018,31,8,31/05/2022,31/08/2020,MICRO ENTITY,17/09/2019,,0,0,0,0,86220 - Specialists medical practice activities,,,,0,0,http://business.data.gov.uk/id/company/11525554,,,,,,,,,,,,,,,,,,,,,02/09/2021,19/08/2020
AXE MOTORS LTD,13104704,,,49 NEW STREET,,AYLESBURY,,ENGLAND,HP20 2NL,Private Limited Company,Active,United Kingdom,,30/12/2020,31,12,30/09/2022,,NO ACCOUNTS FILED,27/01/2022,,0,0,0,0,45112 - Sale of used cars and light motor vehicles,45190 - Sale of other motor vehicles,96090 - Other service activities n.e.c.,,0,0,http://business.data.gov.uk/id/company/13104704,,,,,,,,,,,,,,,,,,,,,12/01/2022,
AXE NDEMEN LIMITED,8982693,,,12 SHERWOOD STREET,,WOLVERHAMPTON,WEST MIDLANDS,,WV1 4RG,Private Limited Company,Active,United Kingdom,,07/04/2014,30,4,31/01/2022,30/04/2020,MICRO ENTITY,05/05/2017,07/04/2016,0,0,0,0,86101 - Hospital activities,,,,0,0,http://business.data.gov.uk/id/company/08982693,,,,,,,,,,,,,,,,,,,,,20/04/2022,06/04/2021
AXE NICELY LTD,10233185,,,"FLAT 2, 529A",FINCHLEY ROAD,LONDON,,ENGLAND,NW3 7BG,Private Limited Company,Active,United Kingdom,,15/06/2016,30,6,31/03/2022,30/06/2020,TOTAL EXEMPTION FULL,13/07/2017,,0,0,0,0,62020 - Information technology consultancy activities,,,,0,0,http://business.data.gov.uk/id/company/10233185,,,,,,,,,,,,,,,,,,,,,28/06/2021,14/06/2020
AXE PAY LTD,11263597,,,49 STATION ROAD,,POLEGATE,,ENGLAND,BN26 6EA,Private Limited Company,Active,United Kingdom,,20/03/2018,31,3,31/12/2022,31/03/2021,DORMANT,17/04/2019,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/11263597,24/03/2020,GREYSTONE CAPITAL INVESTMENTS LTD,16/04/2018,RYT SERVICES LTD,,,,,,,,,,,,,,,,,15/08/2021,01/08/2020
AXE PHARMA LTD,11765421,,,20 BURDER STREET,,OLDHAM,,ENGLAND,OL8 3SU,Private Limited Company,Active - Proposal to Strike off,United Kingdom,,14/01/2019,31,1,14/01/2021,,NO ACCOUNTS FILED,11/02/2020,,0,0,0,0,46190 - Agents involved in the sale of a variety of goods,,,,0,0,http://business.data.gov.uk/id/company/11765421,,,,,,,,,,,,,,,,,,,,,05/02/2022,22/01/2021
AXE PRIVATE EQUITY LIMITED,9218993,,,BLUEBELL HOUSE,NEWLANDS DRIVE,MAIDENHEAD,,ENGLAND,SL6 4LL,Private Limited Company,Active,United Kingdom,,15/09/2014,30,9,30/06/2021,30/09/2019,TOTAL EXEMPTION FULL,13/10/2016,15/09/2015,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/09218993,26/07/2019,BERKSHIRE NOMINEES LIMITED,,,,,,,,,,,,,,,,,,,30/09/2021,16/09/2020
AXE PRO LTD,13128516,,,71-75 SHELTON STREET,,LONDON,GREATER LONDON,UNITED KINGDOM,WC2H 9JQ,Private Limited Company,Active,United Kingdom,,12/01/2021,31,1,12/10/2022,,NO ACCOUNTS FILED,09/02/2022,,0,0,0,0,46190 - Agents involved in the sale of a variety of goods,47910 - Retail sale via mail order houses or via Internet,96090 - Other service activities n.e.c.,,0,0,http://business.data.gov.uk/id/company/13128516,,,,,,,,,,,,,,,,,,,,,25/01/2022,
AXE PROPERTY DEVELOPMENTS LIMITED,SC632025,,,INGRAM HOUSE,227 INGRAM STREET,GLASGOW,,SCOTLAND,G1 1DA,Private Limited Company,Active,United Kingdom,,30/05/2019,31,5,28/02/2022,31/05/2020,TOTAL EXEMPTION FULL,27/06/2020,,0,0,0,0,68209 - Other letting and operating of own or leased real estate,,,,0,0,http://business.data.gov.uk/id/company/SC632025,,,,,,,,,,,,,,,,,,,,,04/05/2022,20/04/2021
AXE PROPERTY INVESTMENTS LTD,10862001,,,38 GOODWYN AVENUE,,LONDON,,,NW7 3RG,Private Limited Company,Active,United Kingdom,,12/07/2017,30,7,30/04/2022,31/07/2020,MICRO ENTITY,09/08/2018,,0,0,0,0,82990 - Other business support service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/10862001,,,,,,,,,,,,,,,,,,,,,25/07/2021,11/07/2020
AXE PUB LTD,8361592,,,GAINSBOROUGH HOUSE,SHEERING LOWER ROAD,SAWBRIDGEWORTH,,ENGLAND,CM21 9RG,Private Limited Company,Active,United Kingdom,,15/01/2013,31,1,31/10/2021,31/01/2020,MICRO ENTITY,12/02/2017,15/01/2016,0,0,0,0,56302 - Public houses and bars,,,,0,0,http://business.data.gov.uk/id/company/08361592,,,,,,,,,,,,,,,,,,,,,29/01/2022,15/01/2021
AXE PUBLISHING LTD,13242937,,,OFFICE 8 AVENUE ONE,BUSINESS CENTRE WEST,LETCHWORTH GARDEN CITY,,ENGLAND,SG6 2HB,Private Limited Company,Active,United Kingdom,,03/03/2021,31,3,03/12/2022,,NO ACCOUNTS FILED,31/03/2022,,0,0,0,0,63990 - Other information service activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/13242937,,,,,,,,,,,,,,,,,,,,,11/05/2022,27/04/2021
AXE RACING LTD,12188848,,,TATTERSALL HOUSE,EAST PARADE,HARROGATE,,ENGLAND,HG1 5LT,Private Limited Company,Active,United Kingdom,,04/09/2019,30,9,30/06/2022,30/09/2020,MICRO ENTITY,02/10/2020,,0,0,0,0,93120 - Activities of sport clubs,93199 - Other sports activities,,,0,0,http://business.data.gov.uk/id/company/12188848,,,,,,,,,,,,,,,,,,,,,17/09/2021,03/09/2020
AXE RECRUITMENT LIMITED,10547473,,,37 GRANGE CRESCENT,,GOSPORT,HAMPSHIRE,UNITED KINGDOM,PO12 3DS,Private Limited Company,Active,United Kingdom,,04/01/2017,31,1,31/10/2022,31/01/2021,TOTAL EXEMPTION FULL,01/02/2018,,0,0,0,0,78109 - Other activities of employment placement agencies,78200 - Temporary employment agency activities,,,0,0,http://business.data.gov.uk/id/company/10547473,,,,,,,,,,,,,,,,,,,,,17/01/2022,03/01/2021
AXE ROOFING LTD,12391853,,,ABACUS HOUSE 14-18,FOREST ROAD,LOUGHTON,ESSEX,ENGLAND,IG10 1DX,Private Limited Company,Active,United Kingdom,,08/01/2020,31,1,31/10/2022,31/01/2021,UNAUDITED ABRIDGED,05/02/2021,,0,0,0,0,43910 - Roofing activities,,,,0,0,http://business.data.gov.uk/id/company/12391853,,,,,,,,,,,,,,,,,,,,,21/01/2022,07/01/2021
AXE RYAN CAPITAL LTD,13238756,,,14 LANERCOST CRESCENT,,MILTON KEYNES,,ENGLAND,MK10 9EB,Private Limited Company,Active,United Kingdom,,02/03/2021,31,3,02/12/2022,,NO ACCOUNTS FILED,30/03/2022,,0,0,0,0,68320 - Management of real estate on a fee or contract basis,,,,0,0,http://business.data.gov.uk/id/company/13238756,,,,,,,,,,,,,,,,,,,,,15/03/2022,
AXE SECURITY GROUP UK LIMITED,10979788,,,143 WELFORD ROAD,SHIRLEY,SOLIHULL,,ENGLAND,B90 3HT,Private Limited Company,Active,United Kingdom,,25/09/2017,28,2,30/11/2021,29/02/2020,MICRO ENTITY,23/10/2018,,0,0,0,0,80200 - Security systems service activities,,,,0,0,http://business.data.gov.uk/id/company/10979788,,,,,,,,,,,,,,,,,,,,,08/10/2021,24/09/2020
AXE SECURITY LTD,12684774,,,20-22 WENLOCK ROAD,,LONDON,,ENGLAND,N1 7GU,Private Limited Company,Active,United Kingdom,,20/06/2020,30,6,20/03/2022,,NO ACCOUNTS FILED,18/07/2021,,0,0,0,0,80100 - Private security activities,,,,0,0,http://business.data.gov.uk/id/company/12684774,,,,,,,,,,,,,,,,,,,,,03/07/2021,
AXE SERVICES GROUP LTD,12636067,,,"P J R ACCOUNTANCY SERVICES, 16-18",WEST STREET,ROCHFORD,ESSEX,UNITED KINGDOM,SS4 1AJ,Private Limited Company,Active,United Kingdom,,30/05/2020,31,5,28/02/2022,,NO ACCOUNTS FILED,27/06/2021,,0,0,0,0,43999 - Other specialised construction activities n.e.c.,,,,0,0,http://business.data.gov.uk/id/company/12636067,,,,,,,,,,,,,,,,,,,,,12/06/2021,
AXE SKIP HIRE LIMITED,3980515,,,ROSE FARM,WYKE,AXMINSTER,DEVON,,EX13 8TN,Private Limited Company,Active,United Kingdom,,26/04/2000,30,6,31/03/2022,30/06/2020,TOTAL EXEMPTION FULL,24/05/2017,26/04/2016,2,2,0,0,38110 - Collection of non-hazardous waste,38210 - Treatment and disposal of non-hazardous waste,,,0,0,http://business.data.gov.uk/id/company/03980515,,,,,,,,,,,,,,,,,,,,,10/05/2022,26/04/2021
AXE SOLUTIONS LTD,12123258,,,SUITE 6046 128 ALDERSGATE STREET,BARBICAN,LONDON,,UNITED KINGDOM,EC1A 4AE,Private Limited Company,Active,United Kingdom,,25/07/2019,31,7,30/04/2022,31/07/2020,DORMANT,22/08/2020,,0,0,0,0,62012 - Business and domestic software development,62020 - Information technology consultancy activities,,,0,0,http://business.data.gov.uk/id/company/12123258,,,,,,,,,,,,,,,,,,,,,08/04/2022,25/03/2021
AXE STRATEGIES LTD,8932807,,,31 CROSSWAY,,NEWCASTLE UPON TYNE,,,NE2 3QH,Private Limited Company,Active,United Kingdom,,11/03/2014,31,3,31/12/2021,31/03/2020,MICRO ENTITY,08/04/2017,11/03/2016,0,0,0,0,70229 - Management consultancy activities other than financial management,,,,0,0,http://business.data.gov.uk/id/company/08932807,25/01/2017,CI MARKETING LTD.,,,,,,,,,,,,,,,,,,,25/03/2022,11/03/2021
AXE TEAM LTD,12620446,,,1 HIGHFIELD CLOSE,,STOCKPORT,,ENGLAND,SK3 8UB,Private Limited Company,Active,United Kingdom,,26/05/2020,31,5,26/02/2022,,NO ACCOUNTS FILED,23/06/2021,,0,0,0,0,81299 - Other cleaning services,,,,0,0,http://business.data.gov.uk/id/company/12620446,,,,,,,,,,,,,,,,,,,,,08/06/2021,
AXE TELECOM LIMITED,10222831,,,19 - 20 BELLE GROVE TERRACE,,NEWCASTLE UPON TYNE,,ENGLAND,NE2 4LL,Private Limited Company,Active,United Kingdom,,09/06/2016,30,6,31/03/2022,30/06/2020,TOTAL EXEMPTION FULL,07/07/2017,,0,0,0,0,61900 - Other telecommunications activities,,,,0,0,http://business.data.gov.uk/id/company/10222831,,,,,,,,,,,,,,,,,,,,,22/06/2022,08/06/2021
AXE TRADE LTD,12574575,,,12 MOORLAND DRIVE,LITTLE HULTON,MANCHESTER,,ENGLAND,M38 9SE,Private Limited Company,Active,United Kingdom,,27/04/2020,30,4,27/01/2022,,NO ACCOUNTS FILED,25/05/2021,,0,0,0,0,93199 - Other sports activities,,,,0,0,http://business.data.gov.uk/id/company/12574575,,,,,,,,,,,,,,,,,,,,,10/05/2022,26/04/2021
AXE TRADERS(UK) LTD,10972221,,,51 STAN HOPE ROAD,,DAGENHAM,ESSEX,ENGLAND,RM8 3DJ,Private Limited Company,Active,United Kingdom,,20/09/2017,30,9,30/09/2021,30/09/2019,MICRO ENTITY,18/10/2018,,0,0,0,0,47190 - Other retail sale in non-specialised stores,,,,0,0,http://business.data.gov.uk/id/company/10972221,,,,,,,,,,,,,,,,,,,,,03/10/2021,19/09/2020
AXE TRADING GROUP LIMITED,13347711,,,132 WESTRIDGE ROAD,,BIRMINGHAM,,UNITED KINGDOM,B13 0EE,Private Limited Company,Active,United Kingdom,,20/04/2021,30,4,20/01/2023,,NO ACCOUNTS FILED,18/05/2022,,0,0,0,0,46760 - Wholesale of other intermediate products,,,,0,0,http://business.data.gov.uk/id/company/13347711,,,,,,,,,,,,,,,,,,,,,03/05/2022,
AXE TRANSPORT GROUP LTD,12754293,,,49 MAPLE AVENUE,BEESTON,NOTTINGHAM,,ENGLAND,NG9 1PU,Private Limited Company,Active,United Kingdom,,19/07/2020,31,7,19/04/2022,,NO ACCOUNTS FILED,16/08/2021,,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/12754293,,,,,,,,,,,,,,,,,,,,,01/08/2021,
AXE TREE SERVICES LIMITED,11285730,,,BRAESIDE,SMALLRIDGE,AXMINSTER,DEVON,UNITED KINGDOM,EX13 7JJ,Private Limited Company,Active,United Kingdom,,03/04/2018,31,3,31/12/2022,31/03/2021,DORMANT,01/05/2019,,0,0,0,0,02400 - Support services to forestry,,,,0,0,http://business.data.gov.uk/id/company/11285730,,,,,,,,,,,,,,,,,,,,,16/04/2022,02/04/2021
AXE VALE CONTRACTORS LIMITED,5941706,,,MILL HOUSE,HAYE LANE,LYME REGIS,DORSET,UNITED KINGDOM,DT7 3NQ,Private Limited Company,Active,United Kingdom,,20/09/2006,30,9,30/06/2022,30/09/2020,TOTAL EXEMPTION FULL,18/10/2016,20/09/2015,0,0,0,0,49410 - Freight transport by road,,,,0,0,http://business.data.gov.uk/id/company/05941706,,,,,,,,,,,,,,,,,,,,,04/10/2021,20/09/2020
AXE VALE FESTIVAL LIMITED,6500554,,,THOMAS WESTCOTT,TIMBERLEY,AXMINSTER,DEVON,,EX13 5AD,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,12/02/2008,31,8,31/05/2022,31/08/2020,TOTAL EXEMPTION FULL,12/03/2017,12/02/2016,0,0,0,0,74990 - Non-trading company,,,,0,0,http://business.data.gov.uk/id/company/06500554,,,,,,,,,,,,,,,,,,,,,26/02/2022,12/02/2021
AXE VALE HEATING & PLUMBING LIMITED,5088062,,,TUMBLEWEED,MUSBURY,AXMINSTER,DEVON,,EX13 8AW,Private Limited Company,Active,United Kingdom,,30/03/2004,31,3,31/12/2021,31/03/2020,TOTAL EXEMPTION FULL,27/04/2017,30/03/2016,0,0,0,0,"43220 - Plumbing, heat and air-conditioning installation",,,,0,0,http://business.data.gov.uk/id/company/05088062,,,,,,,,,,,,,,,,,,,,,13/04/2022,30/03/2021
AXE VALE HOUSING ASSOCIATION LIMITED,IP17206R,,,,,,,,,Registered Society,Active,United Kingdom,,01/01/1981,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/IP17206R,,,,,,,,,,,,,,,,,,,,,15/01/2017,
AXE VALE SOCIAL CLUB AND INSTITUTE LIMITED,IP21996R,,,,,,,,,Registered Society,Active,United Kingdom,,01/01/1981,,,,,NO ACCOUNTS FILED,,,0,0,0,0,None Supplied,,,,0,0,http://business.data.gov.uk/id/company/IP21996R,,,,,,,,,,,,,,,,,,,,,15/01/2017,
AXE VALLEY & LYME REGIS ESTATES LTD,12724750,,,JUBILEE HOUSE,EAST BEACH,LYTHAM ST.ANNES,LANCASHIRE,ENGLAND,FY8 5FT,Private Limited Company,Active,United Kingdom,,07/07/2020,31,7,07/04/2022,,NO ACCOUNTS FILED,04/08/2021,,0,0,0,0,68310 - Real estate agencies,,,,0,0,http://business.data.gov.uk/id/company/12724750,23/07/2020,SHORECHOICE LTD,,,,,,,,,,,,,,,,,,,20/07/2021,
AXE VALLEY ACCOUNTANCY LTD,12612008,,,3 SWAN ROAD,,SEATON,,ENGLAND,EX12 2US,Private Limited Company,Active,United Kingdom,,19/05/2020,31,5,19/02/2022,,NO ACCOUNTS FILED,16/06/2021,,0,0,0,0,69201 - Accounting and auditing activities,,,,0,0,http://business.data.gov.uk/id/company/12612008,,,,,,,,,,,,,,,,,,,,,01/06/2022,18/05/2021
AXE VALLEY AND WEST DORSET RING AND RIDE SERVICE LIMITED,4569221,,,"17-18 LEACH ROAD, CHARD BUSINESS PARK",,CHARD,SOMERSET,,TA20 1FA,"PRI/LTD BY GUAR/NSC (Private, limited by guarantee, no share capital)",Active,United Kingdom,,22/10/2002,31,3,31/12/2021,31/03/2020,TOTAL EXEMPTION FULL,19/11/2016,22/10/2015,0,0,0,0,49390 - Other passenger land transport,,,,0,0,http://business.data.gov.uk/id/company/04569221,,,,,,,,,,,,,,,,,,,,,05/11/2021,22/10/2020
AXE VALLEY HOME CARE LIMITED,5788444,,,LENTELLS LTD,50 FORE STREET,SEATON,DEVON,,EX12 2AD,Private Limited Company,Active,United Kingdom,,20/04/2006,30,4,31/01/2022,30/04/2020,TOTAL EXEMPTION FULL,18/05/2017,20/04/2016,0,0,0,0,86900 - Other human health activities,,,,0,0,http://business.data.gov.uk/id/company/05788444,,,,,,,,,,,,,,,,,,,,,04/05/2022,20/04/2021
